Country_Region,Province_State,ISO3,Last_Update,Active,Confirmed,Deaths,Incident_Rate,Latitude,Longitude,Mortality_Rate,Recovered,UID
Indonesia,Global,IDN,2020-12-18 00:00:00,1269232,14719220,233338,133023.05,-0.7893,113.9213,1.59,13216650,5843
Indonesia,Global,IDN,2020-12-19 00:00:00,1244231,14719235,233338,133023.19,-0.7893,113.9213,1.59,13241666,5844
Indonesia,Global,IDN,2020-12-20 00:00:00,1219229,14719244,233339,133023.27,-0.7893,113.9213,1.59,13266676,5845
Indonesia,Global,IDN,2020-12-21 00:00:00,1194228,14719261,233339,133023.42,-0.7893,113.9213,1.59,13291694,5846
Indonesia,Global,IDN,2020-12-22 00:00:00,1169226,14719270,233339,133023.5,-0.7893,113.9213,1.59,13316705,5847
Indonesia,Global,IDN,2020-12-23 00:00:00,1144224,14719279,233339,133023.58,-0.7893,113.9213,1.59,13341716,5848
Indonesia,Global,IDN,2020-12-24 00:00:00,1119222,14719286,233339,133023.65,-0.7893,113.9213,1.59,13366725,5849
Indonesia,Global,IDN,2020-12-25 00:00:00,1094220,14719291,233339,133023.69,-0.7893,113.9213,1.59,13391732,5850
Indonesia,Global,IDN,2020-12-26 00:00:00,1069218,14719294,233339,133023.72,-0.7893,113.9213,1.59,13416737,5851
Indonesia,Global,IDN,2020-12-27 00:00:00,1044215,14719298,233339,133023.76,-0.7893,113.9213,1.59,13441744,5852
Indonesia,Global,IDN,2020-12-28 00:00:00,1019213,14719302,233339,133023.79,-0.7893,113.9213,1.59,13466750,5853
Indonesia,Global,IDN,2020-12-29 00:00:00,994210,14719308,233340,133023.85,-0.7893,113.9213,1.59,13491758,5854
Indonesia,Global,IDN,2020-12-30 00:00:00,969207,14719310,233340,133023.86,-0.7893,113.9213,1.59,13516763,5855
Indonesia,Global,IDN,2020-12-31 00:00:00,944205,14719310,233340,133023.86,-0.7893,113.9213,1.59,13541765,5856
Pakistan,Global,PAK,2020-01-01 00:00:00,806,1196,31,4.97,30.3753,69.3451,2.59,359,5857
Pakistan,Global,PAK,2020-01-02 00:00:00,1699,2526,65,10.49,30.3753,69.3451,2.57,762,5858
Pakistan,Global,PAK,2020-01-03 00:00:00,2664,3970,102,16.49,30.3753,69.3451,2.57,1204,5859
Pakistan,Global,PAK,2020-01-04 00:00:00,3637,5434,139,22.57,30.3753,69.3451,2.56,1658,5860
Pakistan,Global,PAK,2020-01-05 00:00:00,4782,7162,183,29.75,30.3753,69.3451,2.56,2197,5861
Pakistan,Global,PAK,2020-01-06 00:00:00,5965,8957,229,37.21,30.3753,69.3451,2.56,2763,5862
Pakistan,Global,PAK,2020-01-07 00:00:00,7293,10980,281,45.61,30.3753,69.3451,2.56,3406,5863
Pakistan,Global,PAK,2020-01-08 00:00:00,8719,13161,337,54.68,30.3753,69.3451,2.56,4105,5864
Pakistan,Global,PAK,2020-01-09 00:00:00,10238,15493,397,64.36,30.3753,69.3451,2.56,4858,5865
Pakistan,Global,PAK,2020-01-10 00:00:00,11959,18145,465,75.38,30.3753,69.3451,2.56,5721,5866
Pakistan,Global,PAK,2020-01-11 00:00:00,13720,20870,534,86.7,30.3753,69.3451,2.56,6616,5867
Pakistan,Global,PAK,2020-01-12 00:00:00,15618,23818,610,98.95,30.3753,69.3451,2.56,7590,5868
Pakistan,Global,PAK,2020-01-13 00:00:00,17653,26992,691,112.13,30.3753,69.3451,2.56,8648,5869
Pakistan,Global,PAK,2020-01-14 00:00:00,19914,30529,782,126.83,30.3753,69.3451,2.56,9833,5870
Pakistan,Global,PAK,2020-01-15 00:00:00,22251,34201,876,142.08,30.3753,69.3451,2.56,11074,5871
Pakistan,Global,PAK,2020-01-16 00:00:00,24849,38292,980,159.08,30.3753,69.3451,2.56,12463,5872
Pakistan,Global,PAK,2020-01-17 00:00:00,27534,42542,1089,176.73,30.3753,69.3451,2.56,13919,5873
Pakistan,Global,PAK,2020-01-18 00:00:00,30520,47281,1211,196.42,30.3753,69.3451,2.56,15550,5874
Pakistan,Global,PAK,2020-01-19 00:00:00,33723,52380,1341,217.6,30.3753,69.3451,2.56,17316,5875
Pakistan,Global,PAK,2020-01-20 00:00:00,37051,57701,1477,239.71,30.3753,69.3451,2.56,19173,5876
Pakistan,Global,PAK,2020-01-21 00:00:00,40609,63411,1624,263.43,30.3753,69.3451,2.56,21178,5877
Pakistan,Global,PAK,2020-01-22 00:00:00,44534,69723,1785,289.65,30.3753,69.3451,2.56,23404,5878
Pakistan,Global,PAK,2020-01-23 00:00:00,48586,76271,1953,316.85,30.3753,69.3451,2.56,25732,5879
Pakistan,Global,PAK,2020-01-24 00:00:00,52986,83399,2135,346.47,30.3753,69.3451,2.56,28278,5880
Pakistan,Global,PAK,2020-01-25 00:00:00,57672,91018,2330,378.12,30.3753,69.3451,2.56,31016,5881
Pakistan,Global,PAK,2020-01-26 00:00:00,62699,99217,2540,412.18,30.3753,69.3451,2.56,33978,5882
Pakistan,Global,PAK,2020-01-27 00:00:00,67895,107730,2758,447.55,30.3753,69.3451,2.56,37077,5883
Pakistan,Global,PAK,2020-01-28 00:00:00,73360,116716,2988,484.88,30.3753,69.3451,2.56,40368,5884
Pakistan,Global,PAK,2020-01-29 00:00:00,79189,126333,3235,524.83,30.3753,69.3451,2.56,43909,5885
Pakistan,Global,PAK,2020-01-30 00:00:00,85359,136544,3496,567.25,30.3753,69.3451,2.56,47689,5886
Pakistan,Global,PAK,2020-01-31 00:00:00,91900,147409,3774,612.39,30.3753,69.3451,2.56,51735,5887
Pakistan,Global,PAK,2020-02-01 00:00:00,98634,158643,4062,659.05,30.3753,69.3451,2.56,55947,5888
Pakistan,Global,PAK,2020-02-02 00:00:00,105908,170809,4374,709.6,30.3753,69.3451,2.56,60527,5889
Pakistan,Global,PAK,2020-02-03 00:00:00,113583,183689,4703,763.1,30.3753,69.3451,2.56,65403,5890
Pakistan,Global,PAK,2020-02-04 00:00:00,121464,196978,5044,818.31,30.3753,69.3451,2.56,70470,5891
Pakistan,Global,PAK,2020-02-05 00:00:00,129760,211012,5403,876.61,30.3753,69.3451,2.56,75849,5892
Pakistan,Global,PAK,2020-02-06 00:00:00,138517,225875,5783,938.36,30.3753,69.3451,2.56,81575,5893
Pakistan,Global,PAK,2020-02-07 00:00:00,147695,241511,6184,1003.32,30.3753,69.3451,2.56,87632,5894
Pakistan,Global,PAK,2020-02-08 00:00:00,157095,257598,6596,1070.15,30.3753,69.3451,2.56,93907,5895
Pakistan,Global,PAK,2020-02-09 00:00:00,167029,274651,7032,1140.99,30.3753,69.3451,2.56,100590,5896
Pakistan,Global,PAK,2020-02-10 00:00:00,177438,292585,7492,1215.49,30.3753,69.3451,2.56,107655,5897
Pakistan,Global,PAK,2020-02-11 00:00:00,188203,311206,7968,1292.85,30.3753,69.3451,2.56,115035,5898
Pakistan,Global,PAK,2020-02-12 00:00:00,199449,330731,8468,1373.96,30.3753,69.3451,2.56,122814,5899
Pakistan,Global,PAK,2020-02-13 00:00:00,210973,350830,8983,1457.46,30.3753,69.3451,2.56,130874,5900
Pakistan,Global,PAK,2020-02-14 00:00:00,222976,371841,9521,1544.75,30.3753,69.3451,2.56,139344,5901
Pakistan,Global,PAK,2020-02-15 00:00:00,235580,393975,10088,1636.7,30.3753,69.3451,2.56,148307,5902
Pakistan,Global,PAK,2020-02-16 00:00:00,248374,416554,10666,1730.5,30.3753,69.3451,2.56,157514,5903
Pakistan,Global,PAK,2020-02-17 00:00:00,261604,439996,11266,1827.89,30.3753,69.3451,2.56,167126,5904
Pakistan,Global,PAK,2020-02-18 00:00:00,275199,464188,11885,1928.39,30.3753,69.3451,2.56,177104,5905
Pakistan,Global,PAK,2020-02-19 00:00:00,289161,489139,12524,2032.04,30.3753,69.3451,2.56,187454,5906
Pakistan,Global,PAK,2020-02-20 00:00:00,303776,515343,13195,2140.9,30.3753,69.3451,2.56,198372,5907
Pakistan,Global,PAK,2020-02-21 00:00:00,318910,542582,13893,2254.06,30.3753,69.3451,2.56,209779,5908
Pakistan,Global,PAK,2020-02-22 00:00:00,334205,570251,14601,2369.01,30.3753,69.3451,2.56,221445,5909
Pakistan,Global,PAK,2020-02-23 00:00:00,349723,598463,15323,2486.21,30.3753,69.3451,2.56,233417,5910
Pakistan,Global,PAK,2020-02-24 00:00:00,365912,627994,16080,2608.89,30.3753,69.3451,2.56,246002,5911
Pakistan,Global,PAK,2020-02-25 00:00:00,382488,658360,16857,2735.04,30.3753,69.3451,2.56,259015,5912
Pakistan,Global,PAK,2020-02-26 00:00:00,399249,689225,17647,2863.27,30.3753,69.3451,2.56,272329,5913
Pakistan,Global,PAK,2020-02-27 00:00:00,416324,720816,18456,2994.51,30.3753,69.3451,2.56,286036,5914
Pakistan,Global,PAK,2020-02-28 00:00:00,433576,752901,19278,3127.8,30.3753,69.3451,2.56,300047,5915
Pakistan,Global,PAK,2020-02-29 00:00:00,451224,785864,20122,3264.74,30.3753,69.3451,2.56,314518,5916
Pakistan,Global,PAK,2020-03-01 00:00:00,469217,819624,20986,3404.99,30.3753,69.3451,2.56,329421,5917
Pakistan,Global,PAK,2020-03-02 00:00:00,487559,854200,21872,3548.63,30.3753,69.3451,2.56,344769,5918
Pakistan,Global,PAK,2020-03-03 00:00:00,506239,889573,22777,3695.58,30.3753,69.3451,2.56,360557,5919
Pakistan,Global,PAK,2020-03-04 00:00:00,525072,925430,23695,3844.54,30.3753,69.3451,2.56,376663,5920
Pakistan,Global,PAK,2020-03-05 00:00:00,544019,961703,24624,3995.23,30.3753,69.3451,2.56,393060,5921
Pakistan,Global,PAK,2020-03-06 00:00:00,563106,998443,25565,4147.86,30.3753,69.3451,2.56,409772,5922
Pakistan,Global,PAK,2020-03-07 00:00:00,582444,1035852,26523,4303.27,30.3753,69.3451,2.56,426885,5923
Pakistan,Global,PAK,2020-03-08 00:00:00,601837,1073584,27489,4460.02,30.3753,69.3451,2.56,444258,5924
Pakistan,Global,PAK,2020-03-09 00:00:00,621256,1111593,28462,4617.92,30.3753,69.3451,2.56,461875,5925
Pakistan,Global,PAK,2020-03-10 00:00:00,640814,1150081,29447,4777.81,30.3753,69.3451,2.56,479820,5926
Pakistan,Global,PAK,2020-03-11 00:00:00,660452,1188951,30443,4939.29,30.3753,69.3451,2.56,498056,5927
Pakistan,Global,PAK,2020-03-12 00:00:00,680391,1228603,31458,5104.02,30.3753,69.3451,2.56,516754,5928
Pakistan,Global,PAK,2020-03-13 00:00:00,700231,1268319,32475,5269.01,30.3753,69.3451,2.56,535613,5929
Pakistan,Global,PAK,2020-03-14 00:00:00,719850,1307878,33488,5433.35,30.3753,69.3451,2.56,554540,5930
Pakistan,Global,PAK,2020-03-15 00:00:00,739591,1347906,34513,5599.64,30.3753,69.3451,2.56,573802,5931
Pakistan,Global,PAK,2020-03-16 00:00:00,759171,1387886,35536,5765.73,30.3753,69.3451,2.56,593179,5932
Pakistan,Global,PAK,2020-03-17 00:00:00,778713,1428048,36565,5932.58,30.3753,69.3451,2.56,612770,5933
Pakistan,Global,PAK,2020-03-18 00:00:00,798088,1468151,37592,6099.18,30.3753,69.3451,2.56,632471,5934
Pakistan,Global,PAK,2020-03-19 00:00:00,817363,1508322,38620,6266.06,30.3753,69.3451,2.56,652339,5935
Pakistan,Global,PAK,2020-03-20 00:00:00,836433,1548365,39645,6432.42,30.3753,69.3451,2.56,672287,5936
Pakistan,Global,PAK,2020-03-21 00:00:00,855273,1588236,40666,6598.05,30.3753,69.3451,2.56,692297,5937
Pakistan,Global,PAK,2020-03-22 00:00:00,874056,1628253,41691,6764.3,30.3753,69.3451,2.56,712506,5938
Pakistan,Global,PAK,2020-03-23 00:00:00,892497,1667883,42706,6928.93,30.3753,69.3451,2.56,732680,5939
Pakistan,Global,PAK,2020-03-24 00:00:00,910552,1707042,43708,7091.61,30.3753,69.3451,2.56,752782,5940
Pakistan,Global,PAK,2020-03-25 00:00:00,928270,1745818,44701,7252.7,30.3753,69.3451,2.56,772847,5941
Pakistan,Global,PAK,2020-03-26 00:00:00,945833,1784552,45693,7413.61,30.3753,69.3451,2.56,793026,5942
Pakistan,Global,PAK,2020-03-27 00:00:00,963025,1822830,46673,7572.63,30.3753,69.3451,2.56,813132,5943
Pakistan,Global,PAK,2020-03-28 00:00:00,979839,1860638,47641,7729.7,30.3753,69.3451,2.56,833158,5944
Pakistan,Global,PAK,2020-03-29 00:00:00,996120,1897674,48589,7883.56,30.3753,69.3451,2.56,852965,5945
Pakistan,Global,PAK,2020-03-30 00:00:00,1012224,1934615,49535,8037.02,30.3753,69.3451,2.56,872856,5946
Pakistan,Global,PAK,2020-03-31 00:00:00,1027989,1971146,50471,8188.79,30.3753,69.3451,2.56,892686,5947
Pakistan,Global,PAK,2020-04-01 00:00:00,1043175,2006799,51383,8336.9,30.3753,69.3451,2.56,912241,5948
Pakistan,Global,PAK,2020-04-02 00:00:00,1057991,2041976,52284,8483.04,30.3753,69.3451,2.56,931701,5949
Pakistan,Global,PAK,2020-04-03 00:00:00,1072349,2076495,53168,8626.44,30.3753,69.3451,2.56,950978,5950
Pakistan,Global,PAK,2020-04-04 00:00:00,1086362,2110572,54041,8768.01,30.3753,69.3451,2.56,970169,5951
Pakistan,Global,PAK,2020-04-05 00:00:00,1099901,2143950,54895,8906.67,30.3753,69.3451,2.56,989154,5952
Pakistan,Global,PAK,2020-04-06 00:00:00,1112963,2176618,55732,9042.38,30.3753,69.3451,2.56,1007923,5953
Pakistan,Global,PAK,2020-04-07 00:00:00,1125309,2208098,56538,9173.16,30.3753,69.3451,2.56,1026251,5954
Pakistan,Global,PAK,2020-04-08 00:00:00,1137365,2239219,57335,9302.45,30.3753,69.3451,2.56,1044519,5955
Pakistan,Global,PAK,2020-04-09 00:00:00,1148705,2269131,58100,9426.71,30.3753,69.3451,2.56,1062326,5956
Pakistan,Global,PAK,2020-04-10 00:00:00,1159492,2298152,58843,9547.28,30.3753,69.3451,2.56,1079817,5957
Pakistan,Global,PAK,2020-04-11 00:00:00,1169879,2326572,59571,9665.34,30.3753,69.3451,2.56,1097122,5958
Pakistan,Global,PAK,2020-04-12 00:00:00,1179801,2354257,60280,9780.35,30.3753,69.3451,2.56,1114176,5959
Pakistan,Global,PAK,2020-04-13 00:00:00,1189338,2381361,60974,9892.95,30.3753,69.3451,2.56,1131049,5960
Pakistan,Global,PAK,2020-04-14 00:00:00,1198220,2407332,61639,10000.85,30.3753,69.3451,2.56,1147473,5961
Pakistan,Global,PAK,2020-04-15 00:00:00,1206602,2432474,62283,10105.29,30.3753,69.3451,2.56,1163589,5962
Pakistan,Global,PAK,2020-04-16 00:00:00,1214417,2456641,62902,10205.69,30.3753,69.3451,2.56,1179322,5963
Pakistan,Global,PAK,2020-04-17 00:00:00,1221823,2480143,63503,10303.33,30.3753,69.3451,2.56,1194817,5964
Pakistan,Global,PAK,2020-04-18 00:00:00,1228758,2502852,64085,10397.67,30.3753,69.3451,2.56,1210009,5965
Pakistan,Global,PAK,2020-04-19 00:00:00,1235224,2524758,64646,10488.67,30.3753,69.3451,2.56,1224888,5966
Pakistan,Global,PAK,2020-04-20 00:00:00,1241169,2545748,65183,10575.87,30.3753,69.3451,2.56,1239396,5967
Pakistan,Global,PAK,2020-04-21 00:00:00,1246682,2565996,65702,10659.99,30.3753,69.3451,2.56,1253612,5968
Pakistan,Global,PAK,2020-04-22 00:00:00,1251720,2585402,66198,10740.61,30.3753,69.3451,2.56,1267484,5969
Pakistan,Global,PAK,2020-04-23 00:00:00,1256191,2603775,66669,10816.93,30.3753,69.3451,2.56,1280915,5970
Pakistan,Global,PAK,2020-04-24 00:00:00,1260323,2621567,67124,10890.85,30.3753,69.3451,2.56,1294120,5971
Pakistan,Global,PAK,2020-04-25 00:00:00,1263936,2638408,67556,10960.81,30.3753,69.3451,2.56,1306916,5972
Pakistan,Global,PAK,2020-04-26 00:00:00,1267256,2654749,67974,11028.7,30.3753,69.3451,2.56,1319519,5973
Pakistan,Global,PAK,2020-04-27 00:00:00,1270038,2670079,68367,11092.38,30.3753,69.3451,2.56,1331674,5974
Pakistan,Global,PAK,2020-04-28 00:00:00,1272524,2684894,68746,11153.93,30.3753,69.3451,2.56,1343624,5975
Pakistan,Global,PAK,2020-04-29 00:00:00,1274712,2699184,69112,11213.29,30.3753,69.3451,2.56,1355360,5976
Pakistan,Global,PAK,2020-04-30 00:00:00,1276500,2712728,69459,11269.56,30.3753,69.3451,2.56,1366769,5977
Pakistan,Global,PAK,2020-05-01 00:00:00,1277779,2725283,69780,11321.72,30.3753,69.3451,2.56,1377724,5978
Pakistan,Global,PAK,2020-05-02 00:00:00,1278785,2737345,70089,11371.83,30.3753,69.3451,2.56,1388471,5979
Pakistan,Global,PAK,2020-05-03 00:00:00,1279378,2748609,70377,11418.62,30.3753,69.3451,2.56,1398854,5980
Pakistan,Global,PAK,2020-05-04 00:00:00,1279731,2759438,70655,11463.61,30.3753,69.3451,2.56,1409052,5981
Pakistan,Global,PAK,2020-05-05 00:00:00,1279766,2769657,70916,11506.06,30.3753,69.3451,2.56,1418975,5982
Pakistan,Global,PAK,2020-05-06 00:00:00,1279464,2779221,71161,11545.79,30.3753,69.3451,2.56,1428596,5983
Pakistan,Global,PAK,2020-05-07 00:00:00,1278863,2788202,71391,11583.1,30.3753,69.3451,2.56,1437948,5984
Pakistan,Global,PAK,2020-05-08 00:00:00,1278123,2796947,71615,11619.43,30.3753,69.3451,2.56,1447209,5985
Pakistan,Global,PAK,2020-05-09 00:00:00,1276993,2804901,71819,11652.48,30.3753,69.3451,2.56,1456089,5986
Pakistan,Global,PAK,2020-05-10 00:00:00,1275735,2812632,72017,11684.59,30.3753,69.3451,2.56,1464880,5987
Pakistan,Global,PAK,2020-05-11 00:00:00,1274191,2819788,72200,11714.32,30.3753,69.3451,2.56,1473397,5988
Pakistan,Global,PAK,2020-05-12 00:00:00,1272411,2826473,72371,11742.09,30.3753,69.3451,2.56,1481691,5989
Pakistan,Global,PAK,2020-05-13 00:00:00,1270410,2832717,72531,11768.03,30.3753,69.3451,2.56,1489776,5990
Pakistan,Global,PAK,2020-05-14 00:00:00,1268165,2838463,72678,11791.9,30.3753,69.3451,2.56,1497620,5991
Pakistan,Global,PAK,2020-05-15 00:00:00,1265765,2843903,72817,11814.5,30.3753,69.3451,2.56,1505321,5992
Pakistan,Global,PAK,2020-05-16 00:00:00,1263163,2848929,72946,11835.38,30.3753,69.3451,2.56,1512820,5993
Pakistan,Global,PAK,2020-05-17 00:00:00,1260403,2853636,73066,11854.94,30.3753,69.3451,2.56,1520167,5994
Pakistan,Global,PAK,2020-05-18 00:00:00,1257478,2858005,73178,11873.09,30.3753,69.3451,2.56,1527349,5995
Pakistan,Global,PAK,2020-05-19 00:00:00,1254400,2862059,73282,11889.93,30.3753,69.3451,2.56,1534377,5996
Pakistan,Global,PAK,2020-05-20 00:00:00,1251189,2865841,73379,11905.64,30.3753,69.3451,2.56,1541273,5997
Pakistan,Global,PAK,2020-05-21 00:00:00,1247863,2869386,73470,11920.37,30.3753,69.3451,2.56,1548053,5998
Pakistan,Global,PAK,2020-05-22 00:00:00,1244396,2872635,73553,11933.87,30.3753,69.3451,2.56,1554686,5999
Pakistan,Global,PAK,2020-05-23 00:00:00,1240790,2875588,73629,11946.13,30.3753,69.3451,2.56,1561169,6000
Pakistan,Global,PAK,2020-05-24 00:00:00,1237093,2878349,73699,11957.6,30.3753,69.3451,2.56,1567557,6001
Pakistan,Global,PAK,2020-05-25 00:00:00,1233318,2880953,73766,11968.42,30.3753,69.3451,2.56,1573869,6002
Pakistan,Global,PAK,2020-05-26 00:00:00,1229464,2883389,73828,11978.54,30.3753,69.3451,2.56,1580097,6003
Pakistan,Global,PAK,2020-05-27 00:00:00,1225498,2885584,73884,11987.66,30.3753,69.3451,2.56,1586202,6004
Pakistan,Global,PAK,2020-05-28 00:00:00,1221439,2887578,73936,11995.94,30.3753,69.3451,2.56,1592203,6005
Pakistan,Global,PAK,2020-05-29 00:00:00,1217312,2889423,73983,12003.61,30.3753,69.3451,2.56,1598128,6006
Pakistan,Global,PAK,2020-05-30 00:00:00,1213122,2891135,74027,12010.72,30.3753,69.3451,2.56,1603986,6007
Pakistan,Global,PAK,2020-05-31 00:00:00,1208844,2892648,74065,12017.01,30.3753,69.3451,2.56,1609739,6008
Pakistan,Global,PAK,2020-06-01 00:00:00,1204520,2894065,74102,12022.89,30.3753,69.3451,2.56,1615443,6009
Pakistan,Global,PAK,2020-06-02 00:00:00,1200179,2895451,74137,12028.65,30.3753,69.3451,2.56,1621135,6010
Pakistan,Global,PAK,2020-06-03 00:00:00,1195745,2896624,74167,12033.52,30.3753,69.3451,2.56,1626712,6011
Pakistan,Global,PAK,2020-06-04 00:00:00,1191245,2897646,74193,12037.77,30.3753,69.3451,2.56,1632208,6012
Pakistan,Global,PAK,2020-06-05 00:00:00,1186747,2898684,74220,12042.08,30.3753,69.3451,2.56,1637717,6013
Pakistan,Global,PAK,2020-06-06 00:00:00,1182175,2899546,74242,12045.66,30.3753,69.3451,2.56,1643129,6014
Pakistan,Global,PAK,2020-06-07 00:00:00,1177581,2900363,74263,12049.06,30.3753,69.3451,2.56,1648519,6015
Pakistan,Global,PAK,2020-06-08 00:00:00,1172953,2901101,74282,12052.12,30.3753,69.3451,2.56,1653866,6016
Pakistan,Global,PAK,2020-06-09 00:00:00,1168303,2901790,74299,12054.99,30.3753,69.3451,2.56,1659188,6017
Pakistan,Global,PAK,2020-06-10 00:00:00,1163609,2902378,74315,12057.43,30.3753,69.3451,2.56,1664454,6018
Pakistan,Global,PAK,2020-06-11 00:00:00,1158912,2902959,74329,12059.84,30.3753,69.3451,2.56,1669718,6019
Pakistan,Global,PAK,2020-06-12 00:00:00,1154174,2903448,74342,12061.87,30.3753,69.3451,2.56,1674932,6020
Pakistan,Global,PAK,2020-06-13 00:00:00,1149407,2903864,74353,12063.6,30.3753,69.3451,2.56,1680104,6021
Pakistan,Global,PAK,2020-06-14 00:00:00,1144634,2904269,74363,12065.28,30.3753,69.3451,2.56,1685272,6022
Pakistan,Global,PAK,2020-06-15 00:00:00,1139852,2904655,74373,12066.89,30.3753,69.3451,2.56,1690430,6023
Pakistan,Global,PAK,2020-06-16 00:00:00,1135050,2904990,74381,12068.28,30.3753,69.3451,2.56,1695559,6024
Pakistan,Global,PAK,2020-06-17 00:00:00,1130230,2905285,74389,12069.51,30.3753,69.3451,2.56,1700666,6025
Pakistan,Global,PAK,2020-06-18 00:00:00,1125391,2905533,74395,12070.54,30.3753,69.3451,2.56,1705747,6026
Pakistan,Global,PAK,2020-06-19 00:00:00,1120549,2905778,74402,12071.55,30.3753,69.3451,2.56,1710827,6027
Pakistan,Global,PAK,2020-06-20 00:00:00,1115701,2906003,74407,12072.49,30.3753,69.3451,2.56,1715895,6028
Pakistan,Global,PAK,2020-06-21 00:00:00,1110829,2906174,74412,12073.2,30.3753,69.3451,2.56,1720933,6029
Pakistan,Global,PAK,2020-06-22 00:00:00,1105961,2906353,74416,12073.94,30.3753,69.3451,2.56,1725976,6030
Pakistan,Global,PAK,2020-06-23 00:00:00,1101079,2906498,74420,12074.54,30.3753,69.3451,2.56,1730999,6031
Pakistan,Global,PAK,2020-06-24 00:00:00,1096187,2906616,74423,12075.03,30.3753,69.3451,2.56,1736006,6032
Pakistan,Global,PAK,2020-06-25 00:00:00,1091293,2906733,74426,12075.52,30.3753,69.3451,2.56,1741014,6033
Pakistan,Global,PAK,2020-06-26 00:00:00,1086392,2906831,74429,12075.93,30.3753,69.3451,2.56,1746010,6034
Pakistan,Global,PAK,2020-06-27 00:00:00,1081490,2906926,74431,12076.32,30.3753,69.3451,2.56,1751005,6035
Pakistan,Global,PAK,2020-06-28 00:00:00,1076584,2907012,74433,12076.68,30.3753,69.3451,2.56,1755995,6036
Pakistan,Global,PAK,2020-06-29 00:00:00,1071671,2907078,74435,12076.95,30.3753,69.3451,2.56,1760972,6037
Pakistan,Global,PAK,2020-06-30 00:00:00,1066760,2907152,74437,12077.26,30.3753,69.3451,2.56,1765955,6038
Pakistan,Global,PAK,2020-07-01 00:00:00,1061843,2907209,74438,12077.5,30.3753,69.3451,2.56,1770928,6039
Pakistan,Global,PAK,2020-07-02 00:00:00,1056922,2907256,74439,12077.69,30.3753,69.3451,2.56,1775895,6040
Pakistan,Global,PAK,2020-07-03 00:00:00,1052002,2907310,74441,12077.92,30.3753,69.3451,2.56,1780867,6041
Pakistan,Global,PAK,2020-07-04 00:00:00,1047087,2907373,74442,12078.18,30.3753,69.3451,2.56,1785844,6042
Pakistan,Global,PAK,2020-07-05 00:00:00,1042167,2907427,74444,12078.4,30.3753,69.3451,2.56,1790816,6043
Pakistan,Global,PAK,2020-07-06 00:00:00,1037247,2907477,74445,12078.61,30.3753,69.3451,2.56,1795785,6044
Pakistan,Global,PAK,2020-07-07 00:00:00,1032322,2907517,74446,12078.78,30.3753,69.3451,2.56,1800749,6045
Pakistan,Global,PAK,2020-07-08 00:00:00,1027403,2907574,74448,12079.01,30.3753,69.3451,2.56,1805723,6046
Pakistan,Global,PAK,2020-07-09 00:00:00,1022484,2907628,74449,12079.24,30.3753,69.3451,2.56,1810695,6047
Pakistan,Global,PAK,2020-07-10 00:00:00,1017568,2907695,74451,12079.52,30.3753,69.3451,2.56,1815676,6048
Pakistan,Global,PAK,2020-07-11 00:00:00,1012643,2907735,74452,12079.68,30.3753,69.3451,2.56,1820640,6049
Pakistan,Global,PAK,2020-07-12 00:00:00,1007730,2907812,74454,12080.0,30.3753,69.3451,2.56,1825628,6050
Pakistan,Global,PAK,2020-07-13 00:00:00,1002821,2907898,74456,12080.36,30.3753,69.3451,2.56,1830621,6051
Pakistan,Global,PAK,2020-07-14 00:00:00,997915,2907995,74458,12080.76,30.3753,69.3451,2.56,1835622,6052
Pakistan,Global,PAK,2020-07-15 00:00:00,993006,2908086,74461,12081.14,30.3753,69.3451,2.56,1840619,6053
Pakistan,Global,PAK,2020-07-16 00:00:00,988105,2908200,74464,12081.62,30.3753,69.3451,2.56,1845631,6054
Pakistan,Global,PAK,2020-07-17 00:00:00,983217,2908352,74467,12082.25,30.3753,69.3451,2.56,1850668,6055
Pakistan,Global,PAK,2020-07-18 00:00:00,978327,2908501,74471,12082.87,30.3753,69.3451,2.56,1855703,6056
Pakistan,Global,PAK,2020-07-19 00:00:00,973441,2908668,74476,12083.56,30.3753,69.3451,2.56,1860751,6057
Pakistan,Global,PAK,2020-07-20 00:00:00,968557,2908837,74480,12084.26,30.3753,69.3451,2.56,1865800,6058
Pakistan,Global,PAK,2020-07-21 00:00:00,963686,2909048,74485,12085.14,30.3753,69.3451,2.56,1870877,6059
Pakistan,Global,PAK,2020-07-22 00:00:00,958822,2909281,74491,12086.11,30.3753,69.3451,2.56,1875968,6060
Pakistan,Global,PAK,2020-07-23 00:00:00,953970,2909554,74498,12087.24,30.3753,69.3451,2.56,1881086,6061
Pakistan,Global,PAK,2020-07-24 00:00:00,949123,2909849,74506,12088.47,30.3753,69.3451,2.56,1886220,6062
Pakistan,Global,PAK,2020-07-25 00:00:00,944305,2910233,74516,12090.06,30.3753,69.3451,2.56,1891412,6063
Pakistan,Global,PAK,2020-07-26 00:00:00,939493,2910639,74526,12091.75,30.3753,69.3451,2.56,1896620,6064
Pakistan,Global,PAK,2020-07-27 00:00:00,934703,2911120,74538,12093.75,30.3753,69.3451,2.56,1901879,6065
Pakistan,Global,PAK,2020-07-28 00:00:00,929930,2911658,74552,12095.98,30.3753,69.3451,2.56,1907176,6066
Pakistan,Global,PAK,2020-07-29 00:00:00,925155,2912195,74566,12098.21,30.3753,69.3451,2.56,1912474,6067
Pakistan,Global,PAK,2020-07-30 00:00:00,920427,2912888,74584,12101.09,30.3753,69.3451,2.56,1917877,6068
